Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Transport,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,1.587,Electricity,53.53,Ship,87.1,Diesel,1.132,0.057,0.034,0.023,0.016,0.008,1.245,25.57,48.02,Recycling,39.57
Transport,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Copper Ore,3.101,Natural Gas,60.44,Rail,786.3,Diesel,1.295,0.065,0.039,0.026,0.031,0.016,1.424,14.61,34.46,Incineration,36.01
End-of-Life,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.934,Natural Gas,27.95,Ship,46.7,Diesel,0.572,0.029,0.017,0.011,0.029,0.015,0.63,81.48,88.71,Recycling,75.87
Transport,Conventional,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Scrap,2.999,Electricity,93.1,Ship,513.3,Heavy Fuel Oil,0.965,0.048,0.029,0.019,0.03,0.015,1.062,77.08,31.32,Recycling,57.46
Raw Material Extraction,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.289,Natural Gas,1.9,Rail,801.7,Electric,0.017,0.001,0.001,0.0,0.043,0.021,0.019,95.13,32.67,Recycling,62.06
End-of-Life,Conventional,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Scrap,1.415,Coal,53.82,Rail,882.2,Diesel,1.096,0.055,0.033,0.022,0.014,0.007,1.206,69.45,56.48,Recycling,61.6
Transport,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,3.326,Coal,94.15,Ship,487.3,Diesel,1.937,0.097,0.058,0.039,0.033,0.017,2.13,24.54,34.98,Incineration,34.74
Manufacturing,Advanced,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,1.254,Electricity,11.8,Rail,685.5,Diesel,0.261,0.013,0.008,0.005,0.013,0.006,0.288,10.12,82.06,Incineration,41.33
End-of-Life,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,2.793,Electricity,32.14,Rail,778.1,Diesel,0.686,0.034,0.021,0.014,0.028,0.014,0.755,78.7,50.93,Recycling,63.32
Transport,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,1.586,Electricity,36.91,Ship,850.5,Electric,0.417,0.021,0.013,0.008,0.016,0.008,0.459,75.84,89.99,Recycling,86.94
Manufacturing,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,3.657,Electricity,80.83,Truck,696.5,Electric,0.653,0.033,0.02,0.013,0.037,0.018,0.719,17.36,71.09,Reuse,43.17
End-of-Life,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Copper Ore,4.026,Electricity,99.58,Truck,647.4,Heavy Fuel Oil,1.063,0.053,0.032,0.021,0.04,0.02,1.17,75.9,55.92,Recycling,55.88
Manufacturing,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,0.833,Coal,8.78,Truck,863.7,Diesel,0.169,0.008,0.005,0.003,0.008,0.004,0.186,18.72,66.66,Reuse,31.42
Manufacturing,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,2.028,Electricity,31.62,Rail,493.2,Electric,0.316,0.016,0.009,0.006,0.02,0.01,0.348,17.92,73.07,Incineration,35.35
Use,Conventional,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,2.575,Natural Gas,82.8,Rail,107.5,Diesel,1.774,0.089,0.053,0.035,0.026,0.013,1.952,16.72,42.0,Landfill,31.1
Transport,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Scrap,0.589,Coal,89.48,Rail,388.9,Electric,0.779,0.039,0.023,0.016,0.006,0.003,0.857,76.59,36.09,Recycling,59.71
Transport,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,3.235,Coal,82.49,Ship,527.2,Heavy Fuel Oil,0.824,0.041,0.025,0.016,0.032,0.016,0.907,18.92,78.22,Landfill,42.13
Use,Conventional,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,4.012,Electricity,26.31,Rail,250.9,Heavy Fuel Oil,0.242,0.012,0.007,0.005,0.04,0.02,0.266,18.51,48.84,Landfill,29.64
Transport,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Ore,3.389,Natural Gas,53.8,Truck,508.3,Electric,0.625,0.031,0.019,0.012,0.034,0.017,0.687,23.55,53.04,Incineration,37.83
End-of-Life,Advanced,2015-2019,Europe,1 kg Copper Wire,Copper Ore,3.673,Electricity,95.22,Ship,900.3,Diesel,1.804,0.09,0.054,0.036,0.037,0.018,1.984,99.81,92.97,Recycling,91.93
Manufacturing,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Copper Ore,3.716,Natural Gas,87.07,Truck,910.9,Heavy Fuel Oil,0.946,0.047,0.028,0.019,0.037,0.019,1.041,21.18,59.3,Landfill,37.48
Raw Material Extraction,Conventional,2015-2019,Asia,1 kg Copper Wire,Copper Scrap,0.659,Electricity,1.98,Ship,590.8,Heavy Fuel Oil,0.024,0.001,0.001,0.0,0.007,0.003,0.026,82.11,34.31,Recycling,56.23
End-of-Life,Conventional,2020-2025,North America,1 kg Copper Wire,Copper Scrap,4.354,Coal,10.71,Rail,884.4,Diesel,0.224,0.011,0.007,0.004,0.044,0.022,0.246,88.14,28.74,Recycling,54.18
Transport,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.001,Natural Gas,22.57,Truck,446.5,Electric,0.27,0.013,0.008,0.005,0.04,0.02,0.297,83.25,70.0,Recycling,69.0
Raw Material Extraction,Conventional,2020-2025,North America,1 kg Copper Wire,Copper Scrap,4.163,Coal,71.59,Truck,306.5,Heavy Fuel Oil,0.725,0.036,0.022,0.014,0.042,0.021,0.797,89.5,70.0,Recycling,67.13
Use,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,2.674,Electricity,75.76,Truck,426.5,Diesel,1.624,0.081,0.049,0.032,0.027,0.013,1.786,23.82,30.1,Reuse,22.58
Manufacturing,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,4.329,Coal,17.72,Truck,40.9,Diesel,0.302,0.015,0.009,0.006,0.043,0.022,0.332,74.11,28.26,Recycling,45.85
Transport,Conventional,2020-2025,South America,1 kg Copper Wire,Copper Scrap,3.871,Coal,78.56,Rail,55.9,Heavy Fuel Oil,0.699,0.035,0.021,0.014,0.039,0.019,0.769,81.41,0.0,Recycling,40.67
Raw Material Extraction,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,1.408,Electricity,94.86,Ship,957.2,Diesel,1.648,0.082,0.049,0.033,0.014,0.007,1.812,21.35,54.47,Reuse,33.17
Transport,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Copper Ore,2.2,Coal,14.64,Rail,696.8,Electric,0.152,0.008,0.005,0.003,0.022,0.011,0.168,24.57,20.47,Recycling,20.0
Transport,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,2.925,Coal,72.14,Rail,181.2,Diesel,1.139,0.057,0.034,0.023,0.029,0.015,1.253,27.98,77.79,Landfill,37.93
Manufacturing,Conventional,2015-2019,Europe,1 kg Copper Wire,Copper Ore,3.607,Coal,69.23,Ship,16.4,Diesel,1.487,0.074,0.045,0.03,0.036,0.018,1.636,22.04,46.21,Recycling,27.16
End-of-Life,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Copper Scrap,4.205,Coal,28.34,Ship,715.0,Diesel,0.582,0.029,0.017,0.012,0.042,0.021,0.64,72.71,63.88,Recycling,62.08
Transport,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Scrap,2.534,Electricity,43.38,Truck,934.4,Heavy Fuel Oil,0.38,0.019,0.011,0.008,0.025,0.013,0.418,79.47,83.49,Recycling,67.01
Raw Material Extraction,Conventional,2015-2019,South America,1 kg Copper Wire,Aluminium Ore,1.082,Natural Gas,2.12,Rail,729.9,Heavy Fuel Oil,0.023,0.001,0.001,0.0,0.011,0.005,0.025,21.32,53.28,Recycling,32.29
End-of-Life,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,3.242,Coal,39.33,Ship,612.4,Electric,0.363,0.018,0.011,0.007,0.032,0.016,0.4,92.51,68.7,Recycling,66.69
Transport,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,2.55,Natural Gas,53.17,Ship,982.3,Diesel,1.077,0.054,0.032,0.022,0.025,0.013,1.184,18.06,69.11,Incineration,37.15
Use,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Copper Scrap,1.454,Electricity,36.94,Rail,83.3,Electric,0.443,0.022,0.013,0.009,0.015,0.007,0.487,88.23,68.69,Recycling,69.98
Manufacturing,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Scrap,3.957,Coal,8.29,Rail,21.3,Diesel,0.158,0.008,0.005,0.003,0.04,0.02,0.174,83.57,22.84,Recycling,51.74
Manufacturing,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,1.83,Natural Gas,16.65,Truck,739.0,Electric,0.153,0.008,0.005,0.003,0.018,0.009,0.168,21.98,38.93,Incineration,23.06
Transport,Advanced,2015-2019,Europe,1 kg Copper Wire,Copper Scrap,1.38,Electricity,1.81,Truck,271.6,Heavy Fuel Oil,0.019,0.001,0.001,0.0,0.014,0.007,0.021,69.57,64.05,Recycling,63.13
Raw Material Extraction,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,1.504,Coal,39.39,Ship,180.8,Electric,0.399,0.02,0.012,0.008,0.015,0.008,0.439,71.21,70.0,Recycling,66.72
Transport,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,4.85,Electricity,33.03,Rail,366.0,Heavy Fuel Oil,0.369,0.018,0.011,0.007,0.048,0.024,0.406,12.64,53.21,Incineration,39.54
Manufacturing,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.139,Coal,43.34,Rail,794.6,Heavy Fuel Oil,0.499,0.025,0.015,0.01,0.021,0.011,0.549,23.84,49.02,Incineration,30.3
Transport,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,0.658,Natural Gas,59.97,Truck,814.2,Diesel,1.152,0.058,0.035,0.023,0.007,0.003,1.267,24.04,62.17,Incineration,36.66
Manufacturing,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,4.054,Electricity,13.33,Ship,433.8,Diesel,0.237,0.012,0.007,0.005,0.041,0.02,0.26,73.1,56.54,Recycling,53.61
Transport,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,3.766,Electricity,22.43,Truck,247.6,Diesel,0.417,0.021,0.013,0.008,0.038,0.019,0.459,10.77,58.89,Reuse,30.75
End-of-Life,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Ore,3.755,Coal,22.46,Ship,482.0,Heavy Fuel Oil,0.231,0.012,0.007,0.005,0.038,0.019,0.254,76.6,57.15,Recycling,56.68
Manufacturing,Emerging,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,4.624,Coal,16.36,Ship,232.2,Heavy Fuel Oil,0.19,0.009,0.006,0.004,0.046,0.023,0.209,76.24,14.38,Recycling,49.77
Transport,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,0.799,Electricity,26.04,Truck,227.4,Diesel,0.557,0.028,0.017,0.011,0.008,0.004,0.613,74.96,49.5,Recycling,57.2
End-of-Life,Conventional,2020-2025,Europe,1 m2 Aluminium Panel,Copper Scrap,1.173,Electricity,11.96,Truck,12.4,Heavy Fuel Oil,0.108,0.005,0.003,0.002,0.012,0.006,0.119,90.98,46.64,Recycling,68.74
Raw Material Extraction,Emerging,2020-2025,North America,1 kg Copper Wire,Aluminium Ore,3.098,Electricity,49.2,Truck,265.6,Electric,0.487,0.024,0.015,0.01,0.031,0.015,0.536,16.42,48.15,Reuse,33.07
Manufacturing,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,2.536,Natural Gas,45.97,Rail,469.9,Electric,0.434,0.022,0.013,0.009,0.025,0.013,0.477,83.67,67.13,Recycling,69.36
Use,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Copper Ore,2.796,Natural Gas,2.36,Ship,252.2,Heavy Fuel Oil,0.025,0.001,0.001,0.0,0.028,0.014,0.027,20.96,43.45,Landfill,31.58
Raw Material Extraction,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Copper Scrap,0.699,Natural Gas,51.21,Truck,207.7,Diesel,0.979,0.049,0.029,0.02,0.007,0.003,1.077,82.43,74.32,Recycling,72.8
Use,Emerging,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,3.351,Coal,6.29,Ship,665.8,Diesel,0.119,0.006,0.004,0.002,0.034,0.017,0.13,83.83,31.36,Recycling,66.29
End-of-Life,Emerging,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,2.626,Coal,20.75,Truck,742.0,Heavy Fuel Oil,0.181,0.009,0.005,0.004,0.026,0.013,0.199,73.45,37.27,Recycling,52.06
Transport,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Copper Ore,1.364,Coal,2.83,Truck,778.9,Heavy Fuel Oil,0.026,0.001,0.001,0.001,0.014,0.007,0.029,17.99,77.32,Recycling,34.42
End-of-Life,Emerging,2010-2014,South America,1 kg Copper Wire,Copper Scrap,2.449,Electricity,94.2,Rail,372.2,Diesel,1.917,0.096,0.057,0.038,0.024,0.012,2.108,92.44,23.04,Recycling,58.06
End-of-Life,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,3.87,Coal,9.48,Rail,694.2,Electric,0.08,0.004,0.002,0.002,0.039,0.019,0.088,78.04,87.44,Recycling,73.68
Raw Material Extraction,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.196,Electricity,17.79,Truck,538.7,Diesel,0.314,0.016,0.009,0.006,0.012,0.006,0.345,29.29,35.48,Recycling,28.23
Transport,Advanced,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,0.724,Electricity,5.04,Truck,902.3,Heavy Fuel Oil,0.048,0.002,0.001,0.001,0.007,0.004,0.053,72.79,70.97,Recycling,61.91
Manufacturing,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.351,Coal,6.36,Ship,730.8,Heavy Fuel Oil,0.063,0.003,0.002,0.001,0.034,0.017,0.07,82.36,99.93,Recycling,77.98
Transport,Conventional,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,3.814,Natural Gas,79.19,Rail,86.8,Electric,0.821,0.041,0.025,0.016,0.038,0.019,0.903,83.05,36.21,Recycling,71.09
End-of-Life,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Copper Ore,4.91,Coal,30.15,Rail,594.3,Electric,0.397,0.02,0.012,0.008,0.049,0.025,0.437,85.94,49.68,Recycling,73.12
Use,Advanced,2015-2019,Europe,1 kg Copper Wire,Copper Ore,0.531,Natural Gas,84.53,Rail,209.1,Electric,0.902,0.045,0.027,0.018,0.005,0.003,0.992,13.88,100.0,Recycling,43.03
Use,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Ore,2.739,Electricity,42.37,Truck,488.5,Diesel,0.705,0.035,0.021,0.014,0.027,0.014,0.775,22.95,52.96,Reuse,34.47
Manufacturing,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,1.834,Natural Gas,33.13,Truck,444.2,Diesel,0.704,0.035,0.021,0.014,0.018,0.009,0.774,74.35,60.52,Recycling,61.98
Manufacturing,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Ore,4.985,Coal,57.92,Truck,891.0,Heavy Fuel Oil,0.735,0.037,0.022,0.015,0.05,0.025,0.808,20.26,0.0,Recycling,20.0
Use,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Scrap,1.482,Electricity,96.25,Truck,190.0,Heavy Fuel Oil,0.879,0.044,0.026,0.018,0.015,0.007,0.967,80.56,40.38,Recycling,57.26
Raw Material Extraction,Emerging,2010-2014,North America,1 kg Copper Wire,Copper Scrap,4.166,Electricity,56.73,Rail,806.9,Diesel,0.86,0.043,0.026,0.017,0.042,0.021,0.946,95.15,38.88,Recycling,63.1
Manufacturing,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,2.168,Coal,95.24,Truck,678.8,Electric,0.902,0.045,0.027,0.018,0.022,0.011,0.992,79.9,61.51,Recycling,67.9
Manufacturing,Conventional,2020-2025,Europe,1 kg Aluminium Sheet,Copper Ore,3.865,Natural Gas,9.59,Rail,255.1,Diesel,0.215,0.011,0.006,0.004,0.039,0.019,0.237,23.66,27.02,Incineration,20.0
Use,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Copper Scrap,2.081,Electricity,1.45,Truck,580.7,Diesel,0.025,0.001,0.001,0.001,0.021,0.01,0.028,89.18,18.3,Recycling,55.87
Transport,Emerging,2010-2014,South America,1 kg Copper Wire,Copper Scrap,3.72,Coal,46.26,Truck,873.2,Diesel,0.802,0.04,0.024,0.016,0.037,0.019,0.882,81.89,50.52,Recycling,64.2
End-of-Life,Advanced,2015-2019,Asia,1 kg Copper Wire,Copper Ore,0.879,Electricity,5.76,Truck,144.9,Electric,0.055,0.003,0.002,0.001,0.009,0.004,0.06,88.88,100.0,Recycling,85.02
Use,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Ore,3.846,Coal,83.17,Truck,520.7,Electric,0.723,0.036,0.022,0.014,0.038,0.019,0.795,18.19,60.2,Reuse,44.06
End-of-Life,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,1.81,Electricity,45.17,Rail,742.3,Heavy Fuel Oil,0.437,0.022,0.013,0.009,0.018,0.009,0.48,100.0,83.44,Recycling,77.3
Transport,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.324,Coal,46.37,Ship,246.1,Electric,0.44,0.022,0.013,0.009,0.033,0.017,0.484,69.84,73.1,Recycling,65.82
End-of-Life,Conventional,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,4.51,Coal,84.42,Rail,464.3,Diesel,1.473,0.074,0.044,0.029,0.045,0.023,1.62,81.17,28.4,Recycling,60.16
Manufacturing,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.226,Coal,10.44,Truck,699.2,Heavy Fuel Oil,0.102,0.005,0.003,0.002,0.012,0.006,0.112,19.95,48.39,Reuse,35.03
Raw Material Extraction,Conventional,2010-2014,Asia,1 kg Copper Wire,Copper Scrap,0.673,Coal,31.16,Truck,725.2,Heavy Fuel Oil,0.359,0.018,0.011,0.007,0.007,0.003,0.394,80.26,48.23,Recycling,62.15
End-of-Life,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,0.851,Coal,46.58,Rail,325.5,Heavy Fuel Oil,0.491,0.025,0.015,0.01,0.009,0.004,0.54,80.1,67.52,Recycling,74.19
Use,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,1.301,Natural Gas,61.21,Rail,614.3,Electric,0.672,0.034,0.02,0.013,0.013,0.007,0.739,64.61,74.51,Recycling,57.81
Transport,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,4.535,Natural Gas,47.73,Ship,766.9,Heavy Fuel Oil,0.492,0.025,0.015,0.01,0.045,0.023,0.541,75.8,34.4,Recycling,55.67
Transport,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Copper Ore,1.897,Natural Gas,61.68,Rail,615.7,Diesel,1.232,0.062,0.037,0.025,0.019,0.009,1.355,19.88,63.46,Landfill,37.98
Manufacturing,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Copper Ore,1.364,Coal,70.49,Rail,871.8,Heavy Fuel Oil,0.694,0.035,0.021,0.014,0.014,0.007,0.763,15.0,32.53,Incineration,25.57
End-of-Life,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Scrap,1.713,Electricity,74.82,Ship,406.8,Diesel,1.392,0.07,0.042,0.028,0.017,0.009,1.531,83.85,38.35,Recycling,61.95
Use,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,4.988,Coal,59.55,Rail,685.3,Diesel,1.213,0.061,0.036,0.024,0.05,0.025,1.335,75.77,100.0,Recycling,80.49
Manufacturing,Conventional,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,2.808,Electricity,67.86,Ship,908.0,Heavy Fuel Oil,0.739,0.037,0.022,0.015,0.028,0.014,0.813,81.97,48.98,Recycling,62.31
Raw Material Extraction,Emerging,2015-2019,North America,1 kg Copper Wire,Aluminium Scrap,3.467,Natural Gas,52.34,Ship,78.9,Diesel,0.994,0.05,0.03,0.02,0.035,0.017,1.094,86.49,40.45,Recycling,56.68
Raw Material Extraction,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Copper Ore,3.346,Natural Gas,66.52,Ship,673.0,Diesel,1.476,0.074,0.044,0.03,0.033,0.017,1.623,22.73,53.27,Landfill,35.53
End-of-Life,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,2.571,Natural Gas,7.22,Truck,643.2,Diesel,0.151,0.008,0.005,0.003,0.026,0.013,0.166,76.46,83.97,Recycling,75.7
Use,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,1.789,Electricity,63.67,Truck,532.8,Diesel,1.376,0.069,0.041,0.028,0.018,0.009,1.514,74.02,12.99,Recycling,43.3
End-of-Life,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,1.874,Natural Gas,23.48,Rail,319.3,Heavy Fuel Oil,0.224,0.011,0.007,0.004,0.019,0.009,0.246,68.41,41.96,Recycling,51.2
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Scrap,1.447,Coal,30.68,Truck,12.1,Diesel,0.588,0.029,0.018,0.012,0.014,0.007,0.646,65.69,44.4,Recycling,49.21
End-of-Life,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,1.176,Electricity,56.74,Truck,415.1,Electric,0.62,0.031,0.019,0.012,0.012,0.006,0.682,78.28,39.27,Recycling,60.49
Transport,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Copper Ore,1.642,Electricity,43.43,Rail,863.2,Heavy Fuel Oil,0.43,0.021,0.013,0.009,0.016,0.008,0.473,21.9,31.14,Incineration,20.0
Use,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Copper Scrap,1.419,Electricity,57.02,Rail,414.6,Electric,0.625,0.031,0.019,0.013,0.014,0.007,0.688,72.34,57.22,Recycling,56.71
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Ore,1.861,Natural Gas,1.89,Truck,159.4,Electric,0.022,0.001,0.001,0.0,0.019,0.009,0.024,20.19,79.55,Reuse,51.25
Transport,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Copper Scrap,2.115,Electricity,9.74,Truck,399.1,Heavy Fuel Oil,0.091,0.005,0.003,0.002,0.021,0.011,0.1,82.78,15.57,Recycling,49.74
End-of-Life,Advanced,2020-2025,South America,1 kg Copper Wire,Aluminium Scrap,0.912,Electricity,36.14,Rail,670.3,Heavy Fuel Oil,0.359,0.018,0.011,0.007,0.009,0.005,0.395,69.53,48.0,Recycling,44.48
Use,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,4.745,Natural Gas,35.55,Truck,991.7,Heavy Fuel Oil,0.399,0.02,0.012,0.008,0.047,0.024,0.438,20.68,26.79,Incineration,20.0
End-of-Life,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,0.88,Electricity,57.84,Rail,930.6,Electric,0.59,0.03,0.018,0.012,0.009,0.004,0.649,75.34,99.18,Recycling,81.38
Raw Material Extraction,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,1.47,Natural Gas,7.98,Truck,84.0,Diesel,0.147,0.007,0.004,0.003,0.015,0.007,0.162,16.57,32.49,Landfill,20.0
End-of-Life,Conventional,2020-2025,Europe,1 kg Aluminium Sheet,Copper Scrap,2.903,Electricity,95.0,Ship,923.0,Diesel,1.853,0.093,0.056,0.037,0.029,0.015,2.038,78.69,39.83,Recycling,56.15
Transport,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Scrap,4.902,Natural Gas,54.23,Rail,887.5,Diesel,1.314,0.066,0.039,0.026,0.049,0.025,1.445,70.86,10.01,Recycling,40.39
Transport,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,3.937,Electricity,6.43,Truck,368.8,Heavy Fuel Oil,0.064,0.003,0.002,0.001,0.039,0.02,0.071,25.49,33.52,Landfill,23.31
End-of-Life,Advanced,2020-2025,Europe,1 kg Copper Wire,Copper Ore,1.244,Electricity,71.48,Ship,662.8,Diesel,1.406,0.07,0.042,0.028,0.012,0.006,1.547,69.1,54.93,Recycling,50.22
End-of-Life,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Scrap,3.092,Natural Gas,89.97,Truck,898.4,Electric,0.741,0.037,0.022,0.015,0.031,0.015,0.815,65.66,30.0,Recycling,54.31
Use,Emerging,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,0.778,Electricity,58.3,Rail,588.9,Heavy Fuel Oil,0.455,0.023,0.014,0.009,0.008,0.004,0.5,67.29,42.9,Recycling,53.95
Use,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,4.173,Coal,95.43,Rail,812.0,Electric,0.906,0.045,0.027,0.018,0.042,0.021,0.997,73.94,28.19,Recycling,43.16
End-of-Life,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.097,Natural Gas,81.31,Rail,367.2,Diesel,1.704,0.085,0.051,0.034,0.021,0.01,1.875,82.71,34.31,Recycling,57.19
Transport,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,1.19,Natural Gas,30.23,Ship,194.2,Diesel,0.638,0.032,0.019,0.013,0.012,0.006,0.702,92.02,74.49,Recycling,69.85
End-of-Life,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,1.436,Electricity,20.56,Ship,599.5,Heavy Fuel Oil,0.181,0.009,0.005,0.004,0.014,0.007,0.199,93.05,79.33,Recycling,80.69
Manufacturing,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Ore,4.624,Electricity,62.98,Ship,227.8,Heavy Fuel Oil,0.601,0.03,0.018,0.012,0.046,0.023,0.661,21.46,76.19,Landfill,39.23
Transport,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Ore,4.599,Electricity,7.6,Truck,319.0,Diesel,0.161,0.008,0.005,0.003,0.046,0.023,0.177,20.84,88.98,Landfill,47.41
Use,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Scrap,4.652,Electricity,52.39,Ship,743.0,Diesel,1.18,0.059,0.035,0.024,0.047,0.023,1.298,91.92,70.0,Recycling,75.58
Transport,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Scrap,2.995,Natural Gas,64.14,Truck,510.1,Diesel,1.375,0.069,0.041,0.027,0.03,0.015,1.512,69.75,55.72,Recycling,55.68
